TA,TA code,Measure,Age group,Rate,Rate - 95% CI Lower,Rate - 95% CI Upper,Estimate,Estimate - 95% CI Lower,Estimate - 95% CI Upper,TA population,Method
Hamilton city,16,Psychological,35 to 39,6,4,9,615,456,807,9901,SDE
Hamilton city,16,Vision,35 to 39,1,0,2,132,84,198,9901,SDE
Hamilton city,16,Hearing,40 to 44,6,4,7,624,504,705,10191,SDE
Hamilton city,16,Overall,40 to 44,20,17,24,2073,1803,2385,10191,SDE
Hamilton city,16,Physical,40 to 44,11,8,14,1104,855,1404,10191,SDE
Hamilton city,16,Psychological,40 to 44,7,5,10,726,546,939,10191,SDE
Hamilton city,16,Vision,40 to 44,3,2,4,279,207,363,10191,SDE
Hamilton city,16,Hearing,45 to 49,9,6,10,762,585,858,8739,SDE
Hamilton city,16,Overall,45 to 49,25,22,30,2220,1932,2583,8739,SDE
Hamilton city,16,Physical,45 to 49,14,10,18,1206,948,1515,8739,SDE
Hamilton city,16,Psychological,45 to 49,8,5,10,660,501,852,8739,SDE
Hamilton city,16,Vision,45 to 49,5,4,7,465,357,609,8739,SDE
Hamilton city,16,Hearing,5 to 9,2,1,3,213,153,264,10760,SDE
Hamilton city,16,Overall,5 to 9,13,10,15,1374,1167,1608,10760,SDE
Hamilton city,16,Physical,5 to 9,2,1,3,213,153,285,10760,SDE
Hamilton city,16,Psychological,5 to 9,5,3,7,522,393,690,10760,SDE
Hamilton city,16,Vision,5 to 9,1,0,2,108,75,153,10760,SDE
Hamilton city,16,Hearing,50 to 54,10,8,12,888,732,1014,8482,SDE
Hamilton city,16,Overall,50 to 54,29,25,34,2487,2193,2802,8482,SDE
Hamilton city,16,Physical,50 to 54,18,14,22,1488,1188,1836,8482,SDE
Hamilton city,16,Psychological,50 to 54,8,5,10,639,489,831,8482,SDE
Hamilton city,16,Vision,50 to 54,6,5,9,549,432,681,8482,SDE
Hamilton city,16,Hearing,55 to 59,13,10,15,942,753,1083,7375,SDE
Hamilton city,16,Overall,55 to 59,32,28,37,2376,2091,2667,7375,SDE
Hamilton city,16,Physical,55 to 59,21,17,27,1569,1263,1920,7375,SDE
Hamilton city,16,Psychological,55 to 59,7,5,9,483,369,633,7375,SDE
Hamilton city,16,Vision,55 to 59,6,4,8,444,348,549,7375,SDE
Hamilton city,16,Hearing,60 to 64,16,13,19,1044,882,1188,6403,SDE
Hamilton city,16,Overall,60 to 64,38,33,42,2415,2148,2682,6403,SDE
Hamilton city,16,Physical,60 to 64,27,22,33,1740,1428,2100,6403,SDE
Hamilton city,16,Psychological,60 to 64,6,4,8,369,282,480,6403,SDE
Hamilton city,16,Vision,60 to 64,6,4,8,375,297,462,6403,SDE
Hamilton city,16,Hearing,65 to 69,20,17,23,1038,885,1155,5070,SDE
Hamilton city,16,Overall,65 to 69,43,38,48,2175,1932,2427,5070,SDE
Hamilton city,16,Physical,65 to 69,33,26,40,1653,1356,2001,5070,SDE
Hamilton city,16,Psychological,65 to 69,5,3,7,234,171,315,5070,SDE
Hamilton city,16,Vision,65 to 69,6,4,8,306,240,381,5070,SDE
Hamilton city,16,Hearing,70 to 74,26,21,29,969,813,1068,3773,SDE
Hamilton city,16,Overall,70 to 74,53,47,59,1983,1779,2211,3773,SDE
Hamilton city,16,Physical,70 to 74,43,35,52,1614,1332,1944,3773,SDE
Hamilton city,16,Psychological,70 to 74,4,3,6,165,117,228,3773,SDE
Hamilton city,16,Vision,70 to 74,7,5,10,279,219,351,3773,SDE
Hamilton city,16,Hearing,75 to 79,30,25,34,816,681,921,2714,SDE
Hamilton city,16,Overall,75 to 79,62,55,69,1677,1515,1860,2714,SDE
Hamilton city,16,Physical,75 to 79,53,44,64,1434,1200,1713,2714,SDE
Hamilton city,16,Psychological,75 to 79,4,2,6,111,78,156,2714,SDE
Hamilton city,16,Vision,75 to 79,9,7,12,252,198,318,2714,SDE
Hamilton city,16,Hearing,80+,42,35,49,1623,1389,1887,3889,SDE
Hamilton city,16,Overall,80+,76,69,85,2970,2685,3270,3889,SDE
Hamilton city,16,Physical,80+,70,58,84,2727,2283,3237,3889,SDE
Hamilton city,16,Psychological,80+,4,2,7,159,105,249,3889,SDE
Hamilton city,16,Vision,80+,17,13,22,663,531,831,3889,SDE
Hastings district,30,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hastings district,30,Overall,0 to 4,6,4,8,372,297,456,6033,SDE
Hastings district,30,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hastings district,30,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hastings district,30,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hastings district,30,Hearing,10 to 14,2,1,3,114,84,162,6262,SDE
Hastings district,30,Overall,10 to 14,15,12,18,939,783,1104,6262,SDE
Hastings district,30,Physical,10 to 14,3,1,4,156,108,222,6262,SDE
Hastings district,30,Psychological,10 to 14,6,4,9,402,303,531,6262,SDE
Hastings district,30,Vision,10 to 14,1,0,2,60,42,93,6262,SDE
Hastings district,30,Hearing,15 to 19,2,1,4,129,93,168,5444,SDE
Hastings district,30,Overall,15 to 19,16,13,20,873,723,1044,5444,SDE
Hastings district,30,Physical,15 to 19,4,3,6,237,168,324,5444,SDE
Hastings district,30,Psychological,15 to 19,6,4,8,321,237,426,5444,SDE
Hastings district,30,Vision,15 to 19,1,0,2,66,42,99,5444,SDE
Hastings district,30,Hearing,20 to 24,4,2,6,162,117,213,4079,SDE
Hastings district,30,Overall,20 to 24,17,13,21,687,564,834,4079,SDE
Hastings district,30,Physical,20 to 24,7,5,10,294,213,402,4079,SDE
Hastings district,30,Psychological,20 to 24,6,4,9,246,177,327,4079,SDE
Hastings district,30,Vision,20 to 24,2,1,3,81,51,117,4079,SDE
Hastings district,30,Hearing,25 to 29,4,3,6,150,114,201,3816,SDE
Hastings district,30,Overall,25 to 29,17,13,20,636,519,762,3816,SDE
Hastings district,30,Physical,25 to 29,7,5,10,276,198,375,3816,SDE
Hastings district,30,Psychological,25 to 29,6,4,9,237,171,324,3816,SDE
Hastings district,30,Vision,25 to 29,2,1,4,84,54,129,3816,SDE
Hastings district,30,Hearing,30 to 34,4,3,5,135,111,186,3726,SDE
Hastings district,30,Overall,30 to 34,15,12,19,576,480,672,3726,SDE
Hastings district,30,Physical,30 to 34,7,5,11,279,204,375,3726,SDE
Hastings district,30,Psychological,30 to 34,6,4,9,228,165,303,3726,SDE
Hastings district,30,Vision,30 to 34,2,1,3,57,39,84,3726,SDE
Hastings district,30,Hearing,35 to 39,4,3,6,192,156,246,4597,SDE
Hastings district,30,Overall,35 to 39,15,12,19,702,576,840,4597,SDE
Hastings district,30,Physical,35 to 39,8,6,12,390,288,510,4597,SDE
Hastings district,30,Psychological,35 to 39,6,4,8,273,195,363,4597,SDE
Hastings district,30,Vision,35 to 39,1,0,3,63,39,96,4597,SDE
Hastings district,30,Hearing,40 to 44,6,5,8,315,273,420,5510,SDE
Hastings district,30,Overall,40 to 44,19,16,23,1059,900,1227,5510,SDE
Hastings district,30,Physical,40 to 44,11,8,14,588,450,759,5510,SDE
Hastings district,30,Psychological,40 to 44,7,4,9,360,264,471,5510,SDE
Hastings district,30,Vision,40 to 44,3,2,4,153,111,198,5510,SDE
Hastings district,30,Hearing,45 to 49,8,6,11,420,351,570,5251,SDE
Hastings district,30,Overall,45 to 49,24,20,29,1260,1065,1479,5251,SDE
Hastings district,30,Physical,45 to 49,13,10,18,702,543,897,5251,SDE
Hastings district,30,Psychological,45 to 49,7,5,10,366,273,477,5251,SDE
Hastings district,30,Vision,45 to 49,5,3,7,273,207,357,5251,SDE
Hastings district,30,Hearing,5 to 9,2,1,3,123,81,168,6116,SDE
Hastings district,30,Overall,5 to 9,12,10,15,753,627,897,6116,SDE
Hastings district,30,Physical,5 to 9,2,1,3,126,87,174,6116,SDE
Hastings district,30,Psychological,5 to 9,5,3,7,291,216,387,6116,SDE
Hastings district,30,Vision,5 to 9,1,0,2,60,39,87,6116,SDE
Hastings district,30,Hearing,50 to 54,10,8,14,531,468,708,5381,SDE
Hastings district,30,Overall,50 to 54,27,23,32,1473,1266,1698,5381,SDE
Hastings district,30,Physical,50 to 54,17,13,21,900,702,1131,5381,SDE
Hastings district,30,Psychological,50 to 54,7,5,10,372,276,486,5381,SDE
Hastings district,30,Vision,50 to 54,6,5,8,342,270,426,5381,SDE
Hastings district,30,Hearing,55 to 59,13,10,17,588,507,753,4673,SDE
Hastings district,30,Overall,55 to 59,31,26,36,1449,1257,1665,4673,SDE
Hastings district,30,Physical,55 to 59,21,16,27,990,780,1221,4673,SDE
Hastings district,30,Psychological,55 to 59,6,4,9,291,216,387,4673,SDE
Hastings district,30,Vision,55 to 59,6,4,8,282,219,351,4673,SDE
Hastings district,30,Hearing,60 to 64,15,13,20,663,579,834,4300,SDE
Hastings district,30,Overall,60 to 64,35,30,41,1524,1332,1731,4300,SDE
Hastings district,30,Physical,60 to 64,26,20,32,1119,894,1371,4300,SDE
Hastings district,30,Psychological,60 to 64,5,3,7,222,162,294,4300,SDE
Hastings district,30,Vision,60 to 64,6,4,8,249,192,309,4300,SDE
Hastings district,30,Hearing,65 to 69,19,16,25,699,612,882,3653,SDE
Hastings district,30,Overall,65 to 69,41,36,47,1500,1314,1695,3653,SDE
Hastings district,30,Physical,65 to 69,32,25,39,1170,939,1422,3653,SDE
Hastings district,30,Psychological,65 to 69,4,3,6,153,111,210,3653,SDE
Hastings district,30,Vision,65 to 69,6,4,8,216,165,270,3653,SDE
Hastings district,30,Hearing,70 to 74,24,20,30,648,573,816,2738,SDE
Hastings district,30,Overall,70 to 74,50,43,56,1362,1197,1527,2738,SDE
Hastings district,30,Physical,70 to 74,41,33,50,1119,906,1356,2738,SDE
Hastings district,30,Psychological,70 to 74,4,2,6,105,72,147,2738,SDE
Hastings district,30,Vision,70 to 74,7,5,9,195,150,243,2738,SDE
Hastings district,30,Hearing,75 to 79,29,25,36,570,486,690,1944,SDE
Hastings district,30,Overall,75 to 79,60,53,67,1170,1041,1296,1944,SDE
Hastings district,30,Physical,75 to 79,52,42,63,1008,825,1212,1944,SDE
Hastings district,30,Psychological,75 to 79,4,2,6,72,48,102,1944,SDE
Hastings district,30,Vision,75 to 79,9,7,12,183,141,228,1944,SDE
Hastings district,30,Hearing,80+,41,34,47,1020,864,1161,2497,SDE
Hastings district,30,Overall,80+,76,67,84,1887,1692,2085,2497,SDE
Hastings district,30,Physical,80+,70,58,84,1749,1449,2082,2497,SDE
Hastings district,30,Psychological,80+,4,2,6,96,60,150,2497,SDE
Hastings district,30,Vision,80+,18,13,22,441,345,549,2497,SDE
Hauraki district,12,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hauraki district,12,Overall,0 to 4,7,5,9,84,66,108,1272,SDE
Hauraki district,12,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hauraki district,12,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hauraki district,12,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hauraki district,12,Hearing,10 to 14,2,1,3,24,15,30,1356,SDE
Hauraki district,12,Overall,10 to 14,16,13,20,216,177,261,1356,SDE
Hauraki district,12,Physical,10 to 14,2,1,4,33,21,48,1356,SDE
Hauraki district,12,Psychological,10 to 14,7,4,9,90,66,120,1356,SDE
Hauraki district,12,Vision,10 to 14,1,0,2,12,9,21,1356,SDE
Hauraki district,12,Hearing,15 to 19,2,1,3,27,18,36,1200,SDE
Hauraki district,12,Overall,15 to 19,17,14,21,207,171,249,1200,SDE
Hauraki district,12,Physical,15 to 19,4,3,6,54,36,72,1200,SDE
Hauraki district,12,Psychological,15 to 19,6,4,9,75,54,102,1200,SDE
Hauraki district,12,Vision,15 to 19,1,0,2,15,9,24,1200,SDE
Hauraki district,12,Hearing,20 to 24,4,2,6,36,24,51,876,SDE
Hauraki district,12,Overall,20 to 24,19,15,24,168,135,204,876,SDE
Hauraki district,12,Physical,20 to 24,8,5,11,66,48,93,876,SDE
Hauraki district,12,Psychological,20 to 24,7,5,10,60,42,84,876,SDE
Hauraki district,12,Vision,20 to 24,2,1,4,18,12,27,876,SDE
Hauraki district,12,Hearing,25 to 29,4,2,6,30,21,42,788,SDE
Hauraki district,12,Overall,25 to 29,17,13,22,135,108,168,788,SDE
Hauraki district,12,Physical,25 to 29,7,4,10,54,39,75,788,SDE
Hauraki district,12,Psychological,25 to 29,6,4,9,48,33,72,788,SDE
Hauraki district,12,Vision,25 to 29,2,1,4,15,9,27,788,SDE
Hauraki district,12,Hearing,30 to 34,4,3,6,33,24,45,769,SDE
Hauraki district,12,Overall,30 to 34,18,14,22,138,114,165,769,SDE
Hauraki district,12,Physical,30 to 34,8,6,11,63,45,84,769,SDE
Hauraki district,12,Psychological,30 to 34,7,5,10,54,39,75,769,SDE
Hauraki district,12,Vision,30 to 34,2,1,3,12,9,21,769,SDE
Hauraki district,12,Hearing,35 to 39,5,3,6,42,30,54,917,SDE
Hauraki district,12,Overall,35 to 39,18,14,22,165,135,198,917,SDE
Hauraki district,12,Physical,35 to 39,10,7,13,87,63,117,917,SDE
Hauraki district,12,Psychological,35 to 39,7,5,10,66,48,87,917,SDE
Hauraki district,12,Vision,35 to 39,1,0,3,15,6,21,917,SDE
Hauraki district,12,Hearing,40 to 44,7,5,9,81,60,99,1205,SDE
Hauraki district,12,Overall,40 to 44,23,19,27,276,231,321,1205,SDE
Hauraki district,12,Physical,40 to 44,12,9,16,147,108,189,1205,SDE
Hauraki district,12,Psychological,40 to 44,8,5,11,96,69,129,1205,SDE
Hauraki district,12,Vision,40 to 44,3,2,4,36,24,48,1205,SDE
Hauraki district,12,Hearing,45 to 49,9,7,13,120,90,156,1276,SDE
Hauraki district,12,Overall,45 to 49,29,24,34,369,312,432,1276,SDE
Hauraki district,12,Physical,45 to 49,16,12,21,204,159,261,1276,SDE
Hauraki district,12,Psychological,45 to 49,9,6,12,114,84,153,1276,SDE
Hauraki district,12,Vision,45 to 49,6,4,8,72,54,96,1276,SDE
Hauraki district,12,Hearing,5 to 9,2,1,3,24,15,30,1199,SDE
Hauraki district,12,Overall,5 to 9,14,11,17,165,135,198,1199,SDE
Hauraki district,12,Physical,5 to 9,2,1,3,24,18,36,1199,SDE
Hauraki district,12,Psychological,5 to 9,5,3,7,63,45,84,1199,SDE
Hauraki district,12,Vision,5 to 9,1,0,2,12,9,21,1199,SDE
Hauraki district,12,Hearing,50 to 54,11,8,14,150,117,186,1334,SDE
Hauraki district,12,Overall,50 to 54,33,28,38,435,372,501,1334,SDE
Hauraki district,12,Physical,50 to 54,19,15,25,258,201,327,1334,SDE
Hauraki district,12,Psychological,50 to 54,9,6,12,114,87,153,1334,SDE
Hauraki district,12,Vision,50 to 54,7,5,9,90,69,114,1334,SDE
Hauraki district,12,Hearing,55 to 59,14,11,18,177,147,222,1271,SDE
Hauraki district,12,Overall,55 to 59,37,31,43,468,405,534,1271,SDE
Hauraki district,12,Physical,55 to 59,25,19,31,315,249,390,1271,SDE
Hauraki district,12,Psychological,55 to 59,8,6,11,102,75,138,1271,SDE
Hauraki district,12,Vision,55 to 59,7,5,9,84,63,105,1271,SDE
Hauraki district,12,Hearing,60 to 64,17,14,21,213,174,264,1243,SDE
Hauraki district,12,Overall,60 to 64,40,35,46,504,435,573,1243,SDE
Hauraki district,12,Physical,60 to 64,29,23,36,360,288,444,1243,SDE
Hauraki district,12,Psychological,60 to 64,6,4,9,78,57,108,1243,SDE
Hauraki district,12,Vision,60 to 64,6,4,8,72,57,90,1243,SDE
Hauraki district,12,Hearing,65 to 69,20,16,25,249,204,315,1266,SDE
Hauraki district,12,Overall,65 to 69,44,38,51,564,489,639,1266,SDE
Hauraki district,12,Physical,65 to 69,33,26,41,423,339,519,1266,SDE
Hauraki district,12,Psychological,65 to 69,5,3,7,60,42,87,1266,SDE
Hauraki district,12,Vision,65 to 69,6,4,8,75,57,93,1266,SDE
Hauraki district,12,Hearing,70 to 74,26,21,32,261,213,315,997,SDE
Hauraki district,12,Overall,70 to 74,54,47,61,540,474,609,997,SDE
Hauraki district,12,Physical,70 to 74,44,35,53,435,351,528,997,SDE
Hauraki district,12,Psychological,70 to 74,4,3,7,45,30,63,997,SDE
Hauraki district,12,Vision,70 to 74,7,5,9,72,54,90,997,SDE
Hauraki district,12,Hearing,75 to 79,31,25,38,231,186,282,743,SDE
Hauraki district,12,Overall,75 to 79,63,56,71,471,417,525,743,SDE
Hauraki district,12,Physical,75 to 79,54,43,65,399,324,477,743,SDE
Hauraki district,12,Psychological,75 to 79,4,2,6,30,21,45,743,SDE
Hauraki district,12,Vision,75 to 79,9,7,12,66,51,84,743,SDE
Hauraki district,12,Hearing,80+,42,33,50,312,252,372,747,SDE
Hauraki district,12,Overall,80+,77,69,85,576,516,636,747,SDE
Hauraki district,12,Physical,80+,70,57,84,522,432,624,747,SDE
Hauraki district,12,Psychological,80+,4,2,7,30,18,51,747,SDE
Hauraki district,12,Vision,80+,16,12,21,123,93,153,747,SDE
Horowhenua district,42,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Horowhenua district,42,Overall,0 to 4,7,5,9,147,117,180,2032,SDE
Horowhenua district,42,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Horowhenua district,42,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Horowhenua district,42,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Horowhenua district,42,Hearing,10 to 14,2,1,3,42,33,60,2230,SDE
Horowhenua district,42,Overall,10 to 14,17,14,21,381,318,450,2230,SDE
Horowhenua district,42,Physical,10 to 14,3,1,4,63,42,87,2230,SDE
Horowhenua district,42,Psychological,10 to 14,8,5,11,168,126,234,2230,SDE
Horowhenua district,42,Vision,10 to 14,1,0,2,24,15,36,2230,SDE
Horowhenua district,42,Hearing,15 to 19,2,1,3,51,39,63,2085,SDE
Horowhenua district,42,Overall,15 to 19,19,15,22,390,321,459,2085,SDE
Horowhenua district,42,Physical,15 to 19,5,3,7,99,72,138,2085,SDE
Horowhenua district,42,Psychological,15 to 19,7,5,11,153,114,210,2085,SDE
Horowhenua district,42,Vision,15 to 19,1,0,2,27,18,42,2085,SDE
Horowhenua district,42,Hearing,20 to 24,4,3,6,66,48,84,1538,SDE
Horowhenua district,42,Overall,20 to 24,20,16,24,303,249,363,1538,SDE
Horowhenua district,42,Physical,20 to 24,8,5,11,123,90,168,1538,SDE
Horowhenua district,42,Psychological,20 to 24,8,5,11,117,84,162,1538,SDE
Horowhenua district,42,Vision,20 to 24,2,1,4,36,21,51,1538,SDE
Horowhenua district,42,Hearing,25 to 29,4,3,7,51,39,78,1262,SDE
Horowhenua district,42,Overall,25 to 29,19,15,23,240,198,291,1262,SDE
Horowhenua district,42,Physical,25 to 29,8,5,11,102,72,138,1262,SDE
Horowhenua district,42,Psychological,25 to 29,8,5,11,96,69,138,1262,SDE
Horowhenua district,42,Vision,25 to 29,2,1,4,30,18,48,1262,SDE
Horowhenua district,42,Hearing,30 to 34,4,2,6,51,36,69,1279,SDE
Horowhenua district,42,Overall,30 to 34,17,14,21,225,186,267,1279,SDE
Horowhenua district,42,Physical,30 to 34,8,6,11,105,75,141,1279,SDE
Horowhenua district,42,Psychological,30 to 34,7,5,11,93,69,129,1279,SDE
Horowhenua district,42,Vision,30 to 34,2,1,3,21,12,33,1279,SDE
Horowhenua district,42,Hearing,35 to 39,5,3,6,75,54,93,1554,SDE
Horowhenua district,42,Overall,35 to 39,18,14,22,279,228,333,1554,SDE
Horowhenua district,42,Physical,35 to 39,10,7,13,150,111,195,1554,SDE
Horowhenua district,42,Psychological,35 to 39,7,5,11,117,87,159,1554,SDE
Horowhenua district,42,Vision,35 to 39,1,0,3,21,12,33,1554,SDE
Horowhenua district,42,Hearing,40 to 44,7,5,8,126,99,150,1912,SDE
Horowhenua district,42,Overall,40 to 44,23,19,27,447,378,519,1912,SDE
Horowhenua district,42,Physical,40 to 44,13,9,17,246,189,315,1912,SDE
Horowhenua district,42,Psychological,40 to 44,9,6,12,165,123,225,1912,SDE
Horowhenua district,42,Vision,40 to 44,3,2,5,60,45,78,1912,SDE
Horowhenua district,42,Hearing,45 to 49,10,7,12,198,159,243,2062,SDE
Horowhenua district,42,Overall,45 to 49,29,25,35,609,516,705,2062,SDE
Horowhenua district,42,Physical,45 to 49,17,12,21,342,267,432,2062,SDE
Horowhenua district,42,Psychological,45 to 49,10,7,13,198,147,270,2062,SDE
Horowhenua district,42,Vision,45 to 49,6,4,8,120,93,159,2062,SDE
Horowhenua district,42,Hearing,5 to 9,2,1,3,45,33,63,2133,SDE
Horowhenua district,42,Overall,5 to 9,15,12,18,321,267,378,2133,SDE
Horowhenua district,42,Physical,5 to 9,3,1,4,57,39,78,2133,SDE
Horowhenua district,42,Psychological,5 to 9,6,4,9,135,102,186,2133,SDE
Horowhenua district,42,Vision,5 to 9,1,0,2,27,18,39,2133,SDE
Horowhenua district,42,Hearing,50 to 54,12,10,15,261,225,318,2241,SDE
Horowhenua district,42,Overall,50 to 54,34,29,39,756,654,858,2241,SDE
Horowhenua district,42,Physical,50 to 54,21,16,26,468,372,582,2241,SDE
Horowhenua district,42,Psychological,50 to 54,10,7,14,216,162,297,2241,SDE
Horowhenua district,42,Vision,50 to 54,7,5,10,168,132,210,2241,SDE
Horowhenua district,42,Hearing,55 to 59,14,11,17,276,219,330,1993,SDE
Horowhenua district,42,Overall,55 to 59,36,31,42,723,630,822,1993,SDE
Horowhenua district,42,Physical,55 to 59,25,19,31,492,390,603,1993,SDE
Horowhenua district,42,Psychological,55 to 59,8,6,12,165,123,228,1993,SDE
Horowhenua district,42,Vision,55 to 59,7,5,9,132,102,165,1993,SDE
Horowhenua district,42,Hearing,60 to 64,17,13,21,339,279,411,2027,SDE
Horowhenua district,42,Overall,60 to 64,42,37,48,855,750,963,2027,SDE
Horowhenua district,42,Physical,60 to 64,31,25,39,633,513,771,2027,SDE
Horowhenua district,42,Psychological,60 to 64,7,5,10,144,108,201,2027,SDE
Horowhenua district,42,Vision,60 to 64,6,5,8,129,102,162,2027,SDE
Horowhenua district,42,Hearing,65 to 69,21,17,26,447,384,558,2174,SDE
Horowhenua district,42,Overall,65 to 69,47,40,53,1011,885,1137,2174,SDE
Horowhenua district,42,Physical,65 to 69,36,29,44,780,630,951,2174,SDE
Horowhenua district,42,Psychological,65 to 69,6,4,8,123,87,174,2174,SDE
Horowhenua district,42,Vision,65 to 69,6,4,8,135,105,174,2174,SDE
Horowhenua district,42,Hearing,70 to 74,25,21,32,444,387,558,1771,SDE
Horowhenua district,42,Overall,70 to 74,55,48,62,978,864,1095,1771,SDE
Horowhenua district,42,Physical,70 to 74,45,37,55,801,654,969,1771,SDE
Horowhenua district,42,Psychological,70 to 74,5,3,8,90,63,129,1771,SDE
Horowhenua district,42,Vision,70 to 74,8,5,10,135,105,171,1771,SDE
Horowhenua district,42,Hearing,75 to 79,30,25,38,390,336,489,1311,SDE
Horowhenua district,42,Overall,75 to 79,64,56,71,834,741,924,1311,SDE
Horowhenua district,42,Physical,75 to 79,54,44,65,708,585,852,1311,SDE
Horowhenua district,42,Psychological,75 to 79,5,3,7,60,42,87,1311,SDE
Horowhenua district,42,Vision,75 to 79,9,7,12,120,93,153,1311,SDE
Horowhenua district,42,Hearing,80+,40,34,50,600,516,744,1511,SDE
Horowhenua district,42,Overall,80+,77,69,85,1167,1050,1284,1511,SDE
Horowhenua district,42,Physical,80+,70,58,84,1065,885,1266,1511,SDE
Horowhenua district,42,Psychological,80+,5,2,8,69,42,108,1511,SDE
Horowhenua district,42,Vision,80+,18,13,22,267,210,330,1511,SDE
Hurunui district,58,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hurunui district,58,Overall,0 to 4,6,4,8,45,33,60,786,SDE
Hurunui district,58,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Hurunui district,58,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
